featureClockRate:mk:83A,0.082189
featureClockRate:mk:85A,0.115226
featureClockRate:mk:86A,0.229284
featureClockRate:mk:57A,0.273045
featureClockRate:mk:82A,0.343360
featureClockRate:mk:81A,0.378875
featureClockRate:mk:143E,0.394176
featureClockRate:mk:89A,0.461564
featureClockRate:mk:93A,0.467510
featureClockRate:mk:55A,0.496303
featureClockRate:mk:144K,0.540695
featureClockRate:mk:101A,0.562281
featureClockRate:mk:87A,0.567122
featureClockRate:mk:33A,0.690981
featureClockRate:mk:143A,0.702435
featureClockRate:mk:144H,0.828869
featureClockRate:mk:51A,0.877525
featureClockRate:mk:90A,0.878133
featureClockRate:mk:90C,0.890318
featureClockRate:mk:143F,0.890553
featureClockRate:mk:94A,0.901530
featureClockRate:mk:112A,0.999811
featureClockRate:mk:144D,1.015230
featureClockRate:mk:27A,1.021703
featureClockRate:mk:26A,1.027017
featureClockRate:mk:88A,1.041664
featureClockRate:mk:144B,1.065036
featureClockRate:mk:144I,1.081709
featureClockRate:mk:144A,1.123315
featureClockRate:mk:69A,1.191562
featureClockRate:mk:116A,1.228762
featureClockRate:mk:92A,1.308315
featureClockRate:mk:144J,1.315427
featureClockRate:mk:16A,1.413601
featureClockRate:mk:38A,1.470591
featureClockRate:mk:37A,1.602100
featureClockRate:mk:91A,1.627374
featureClockRate:mk:15A,1.857742
featureClockRate:mk:14A,2.141361
